TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2021-10-30 14:49:38.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-10-30 14:49:39.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-10-30 14:49:39.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-10-30 14:49:39.603,0.8089726418758237,0.4184962861911536,1.208020579393902,0.3243029314202024,0.5897318285663761,0.0251642570114045,0.6574061763547661,0.1769899788438454,0.792952476007831,0.2984611863586568,0.6266502201624612,0.435485606045476,1.193396505726109,0.6207011110884242,0.4292328166017742,0.4818776120586313,1.279007934603826,0.9153163619277619,0.9934684852877692,0.183988132352561,832.0512820512821,816.3369963369963,806.2637362637363,819.96336996337,794.5787545787546,-0.264160,0.078979,0.962402,-2.639313,6.661835,11.252594,1,1,1,1,1,55.000000
2021-10-30 14:49:39.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-10-30 14:49:40.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-10-30 14:49:40.599,0.8843128304341743,0.7378969846955117,1.285181959338201,0.1998676057619524,0.8318083278815922,0.4575817701577228,0.7725169047935431,-0.1056563641588121,0.921841937634355,0.6290831210375972,0.5474516258892075,0.3642052205348972,1.199722719098546,0.613262564971193,0.3661305207331031,0.4581406556946713,1.139401636298155,0.8987762272981344,0.9948858740996499,0.20724098894266,807.4725274725275,772.8205128205128,659.5970695970697,780.8791208791209,823.992673992674,-0.192749,0.009399,1.022705,-1.143951,-10.467529,21.488342,1,1,1,1,1,55.000000
2021-10-30 14:49:41.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-10-30 14:49:41.598,1.616236743642792,0.8578578264995224,1.168723587703902,0.1998676057619524,1.250512484086441,0.5432638661134548,0.5800011126353877,-0.1056563641588121,1.142405138826365,0.7121988032990844,0.4895194742235585,0.3642052205348972,1.022302776738571,0.7124194307197912,0.4058123620027063,0.4581406556946713,0.7849147921477161,0.8855423489240705,0.901025250392896,0.20724098894266,801.8315018315019,827.2161172161173,865.8974358974359,803.040293040293,816.7399267399268,-0.111450,0.139587,0.930298,-0.403748,-6.205750,-2.071075,1,1,1,1,1,55.000000
2021-10-30 14:49:41.679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-10-30 14:49:41.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-10-30 14:49:42.054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-10-30 14:49:42.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-10-30 14:49:42.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-10-30 14:49:42.598,1.456327343949591,1.690154142724468,1.168723587703902,0.1998676057619524,1.053654593833871,1.258218282742998,0.5800011126353877,-0.1056563641588121,1.142405138826365,0.6550330630968459,0.4895194742235585,0.3642052205348972,0.9851799420851365,0.6735210889671529,0.4058123620027063,0.4581406556946713,0.7700605503235892,0.8995924443846673,0.901025250392896,0.20724098894266,828.4249084249085,813.5164835164835,818.3516483516484,835.6776556776557,836.0805860805862,-0.213257,0.065369,0.944946,19.080811,-1.024323,-24.665985,1,1,1,1,1,55.000000
2021-10-30 14:49:43.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-10-30 14:49:43.599,1.147931656540731,1.861696974516482,1.168723587703902,0.1998676057619524,0.6277693653268264,1.296008120022492,0.5800011126353877,-0.1056563641588121,0.7247622874696823,0.7366672130431834,0.4895194742235585,0.3642052205348972,0.9720764068209398,0.6593474875814884,0.4058123620027063,0.4581406556946713,0.7818006603244587,0.9570824826596044,0.901025250392896,0.20724098894266,802.2344322344322,776.4468864468864,560.4761904761905,782.893772893773,853.4065934065934,0.019348,0.015808,0.987915,0.149536,2.056122,12.389069,1,1,1,1,1,55.000000
2021-10-30 14:49:43.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-10-30 14:49:44.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-10-30 14:49:44.599,1.053020789815471,1.516133284418777,1.168723587703902,1.191272698491205,0.4989792241830857,1.056513019797488,0.5800011126353877,0.9290315223432976,0.9701423561789172,0.8736274921000264,0.4895194742235585,0.9995582695908813,0.8893200550399135,0.7039132921817259,0.4058123620027063,1.054604683653652,0.6402962946649707,0.9419586939351611,0.901025250392896,0.8826694515720285,859.8534798534798,880.4029304029305,971.0622710622711,846.959706959707,890.4761904761905,-0.239624,-0.022644,0.946594,0.164490,15.880737,8.082428,1,1,1,1,1,55.000000
2021-10-30 14:49:44.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-10-30 14:49:45.599,1.076331780113639,0.9773516916978755,1.678806268759565,1.191272698491205,0.585935307375631,0.6322741596323808,0.8875365057437128,0.9290315223432976,0.9622563749118063,0.6854403683850396,1.133862486730161,0.9995582695908813,0.9297841476160283,0.7638325425384014,0.5876461030301777,1.054604683653652,0.5925350689381452,1.005124937596649,1.561937265605481,0.8826694515720285,798.2051282051282,796.1904761904763,732.5274725274726,774.8351648351648,845.7509157509157,-0.253845,-0.070801,0.954529,2.115936,-0.485992,7.461853,1,1,1,1,1,55.000000
2021-10-30 14:49:46.601,0.921555276931409,0.5500863292372681,1.331189519625646,0.6987264315843986,0.7149153358737862,0.1301300225084084,0.4858979537011037,0.3293089513581771,0.831090542799094,0.5110032337396734,0.8733791338864734,0.7186994355137243,0.7609152934255685,0.7960555992323448,0.466257951965378,1.103754626396394,0.119870865737087,1.074632613247844,1.614480508559016,1.099333913753326,829.6336996336996,889.6703296703297,1068.168498168498,852.6007326007326,846.5567765567765,-0.165100,-0.060730,0.982361,-0.224304,1.764526,11.192780,1,1,1,1,1,55.000000
2021-10-30 14:49:47.599,1.548503369318635,1.090167448960866,0.938947659964664,0.9022942336161816,1.113792140093746,0.1093816714060842,0.7521620652192029,0.4738181014916742,0.9293652557885128,0.4982119205107399,0.8526620036082102,1.268989385150125,0.704674571581097,0.6673828605894659,0.4485448756961121,1.359227983740204,0.4192179545613658,1.064949029531847,1.599481172875319,1.110090998958818,853.4065934065934,800.2197802197802,928.3516483516484,849.7802197802198,877.5824175824176,-0.147949,-0.079712,0.971375,6.744080,0.897217,-8.949738,1,1,1,1,1,55.000000
2021-10-30 14:49:47.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/jaw_clench
2021-10-30 14:49:48.598,1.743736360298613,1.78110901235727,1.498364356648791,1.296736392651708,1.018032901259869,1.006499245136432,0.8319943353592234,0.8376038091981686,1.131077584131468,1.188615056656106,0.9579290936252175,1.293506316022415,0.7332413463005207,0.8199064572503343,0.3693537906102531,1.480911295249665,0.4540654083795041,1.065662698666806,1.545412732024684,1.084607355769508,832.8571428571429,792.5641025641025,706.3369963369963,852.6007326007326,887.2527472527473,-0.095520,0.062378,0.990295,2.340240,2.915955,-11.185303,1,1,1,1,1,55.000000
2021-10-30 14:49:49.598,1.516938614250287,1.721420526811895,1.603607977577638,1.524039525667701,0.9644810739752127,1.155147232571378,1.048228731231922,0.9165047283791847,1.358863562673552,1.20750209370457,0.9228971917807788,1.353519902429568,0.9340358690464327,0.862748513558526,0.6019311815188439,1.239910228320646,0.6140187358392176,1.037796887541202,1.460408130327144,0.8616293049466266,787.7289377289378,701.5018315018315,529.4505494505495,817.5457875457876,853.4065934065934,-0.131897,0.000305,0.990479,-10.437622,12.755432,20.419159,1,1,1,1,1,55.000000
2021-10-30 14:49:49.798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
2021-10-30 14:49:50.220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/muse/elements/blink
